EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1300,30,No,Travel_Rarely,Research & Development,26,5,Technical Degree,3,Female,1,2,Research Director,4,Single,76139,3,Yes,13,3,4,0,12,5,3,4,0,4,4
1301,39,No,Travel_Rarely,Research & Development,28,5,Medical,4,Male,3,4,Laboratory Technician,4,Single,120014,6,Yes,15,3,3,1,21,6,4,7,7,0,1
1302,45,No,Non-Travel,Research & Development,9,5,Marketing,3,Male,2,5,Research Scientist,3,Married,161654,0,Yes,16,3,4,0,27,6,3,0,0,0,0
1303,34,Yes,Travel_Frequently,Research & Development,21,1,Life Sciences,2,Female,3,2,Manufacturing Director,4,Single,94020,9,No,16,3,2,0,16,1,2,4,4,0,4
1304,37,No,Travel_Rarely,Sales,10,1,Marketing,4,Male,4,2,Manager,1,Single,92149,4,No,21,3,3,0,19,2,4,1,1,1,1
1305,41,Yes,Travel_Rarely,Research & Development,2,5,Other,3,Male,3,4,Research Scientist,2,Single,119456,5,Yes,19,3,3,3,23,2,2,0,0,0,0
1306,41,Yes,Non-Travel,Sales,13,5,Human Resources,3,Female,4,1,Sales Representative,4,Divorced,53807,7,Yes,25,3,1,1,23,6,3,8,4,0,1
1307,47,No,Non-Travel,Research & Development,15,3,Human Resources,3,Male,3,1,Manufacturing Director,3,Divorced,67797,9,Yes,24,3,3,1,29,3,4,4,2,0,2
1308,33,No,Non-Travel,Sales,12,4,Marketing,4,Female,3,4,Sales Executive,4,Married,130485,5,Yes,19,3,4,0,15,5,3,4,4,2,4
1309,49,Yes,Travel_Frequently,Research & Development,18,1,Life Sciences,4,Male,3,2,Laboratory Technician,3,Divorced,94271,7,Yes,22,3,2,1,31,6,2,5,1,0,5
1310,46,Yes,Non-Travel,Research & Development,25,4,Technical Degree,4,Female,4,3,Research Director,2,Divorced,108783,2,Yes,18,3,1,2,28,6,4,6,4,3,4
1311,40,Yes,Non-Travel,Sales,27,2,Life Sciences,2,Female,4,4,Manager,4,Divorced,92607,3,No,23,3,3,3,22,0,2,11,1,0,0
1312,27,No,Non-Travel,Research & Development,10,2,Marketing,4,Female,4,3,Research Scientist,2,Single,136758,1,No,25,3,4,2,9,0,4,3,3,0,3
1313,42,No,Travel_Rarely,Human Resources,10,4,Medical,3,Male,4,3,Human Resources,1,Divorced,117645,4,No,14,3,1,0,24,1,1,1,1,1,1
1314,60,Yes,Travel_Frequently,Research & Development,13,3,Other,3,Female,3,5,Manager,1,Divorced,134581,9,Yes,21,3,4,0,42,4,4,17,9,1,1
1315,22,No,Travel_Frequently,Research & Development,6,3,Medical,4,Female,3,1,Manufacturing Director,3,Divorced,47613,0,Yes,22,3,2,1,4,4,3,2,1,2,0
1316,28,Yes,Travel_Frequently,Research & Development,10,4,Other,4,Male,3,5,Research Director,2,Single,157773,0,No,11,3,4,0,10,3,3,2,0,0,2
1317,34,No,Non-Travel,Research & Development,2,2,Technical Degree,1,Male,3,1,Manager,4,Married,75486,2,No,11,3,1,1,16,3,4,4,2,4,4
1318,55,Yes,Travel_Frequently,Sales,6,1,Marketing,4,Female,3,2,Sales Representative,4,Divorced,92371,5,No,25,3,3,1,37,3,2,13,0,1,9
1319,39,No,Non-Travel,Sales,14,4,Marketing,2,Female,1,5,Sales Executive,3,Single,175008,7,Yes,13,3,4,0,21,5,4,5,1,1,4
1320,51,Yes,Non-Travel,Sales,2,1,Marketing,2,Male,3,5,Manager,3,Divorced,140561,2,No,19,3,4,0,33,0,1,13,0,1,2
1321,27,No,Non-Travel,Sales,28,2,Technical Degree,3,Female,3,1,Sales Executive,4,Divorced,82330,3,Yes,16,4,4,2,9,1,2,7,7,1,7
1322,47,No,Non-Travel,Research & Development,10,5,Life Sciences,1,Male,2,1,Research Scientist,1,Single,70131,1,No,11,3,3,1,29,5,4,0,0,0,0
1323,45,No,Travel_Frequently,Sales,14,4,Life Sciences,3,Male,3,2,Sales Representative,4,Single,73017,4,Yes,14,3,4,0,27,5,2,7,1,0,2
1324,45,No,Non-Travel,Research & Development,9,4,Life Sciences,3,Male,4,1,Research Director,1,Married,60891,4,No,18,4,3,0,27,6,3,11,2,1,3
1325,34,Yes,Non-Travel,Research & Development,17,3,Medical,4,Male,1,5,Research Scientist,3,Single,168460,7,No,20,3,4,1,16,1,3,2,1,1,2
1326,29,Yes,Travel_Frequently,Sales,4,5,Technical Degree,3,Female,4,3,Manager,3,Married,108102,7,Yes,18,3,3,2,11,3,4,8,0,0,2
1327,40,No,Travel_Frequently,Research & Development,19,2,Medical,3,Female,2,5,Laboratory Technician,3,Married,128494,2,No,25,3,3,1,22,3,3,3,2,1,0
1328,19,No,Non-Travel,Research & Development,20,1,Technical Degree,4,Male,2,2,Research Scientist,3,Married,67782,9,No,25,3,3,1,1,5,4,0,0,0,0
1329,29,No,Travel_Rarely,Research & Development,18,3,Other,3,Male,3,2,Research Scientist,3,Divorced,98357,4,No,19,3,3,0,11,0,2,2,2,2,0
1330,23,No,Non-Travel,Human Resources,13,3,Life Sciences,4,Male,3,3,Manager,1,Divorced,109815,2,No,24,3,3,1,5,4,3,0,0,0,0
1331,26,No,Travel_Frequently,Research & Development,29,4,Marketing,3,Female,2,1,Healthcare Representative,4,Divorced,71636,2,Yes,18,3,4,3,8,4,1,0,0,0,0
1332,45,Yes,Non-Travel,Research & Development,25,1,Technical Degree,4,Male,3,1,Laboratory Technician,1,Divorced,43442,0,No,15,3,1,1,27,3,3,2,0,0,0
1333,53,Yes,Non-Travel,Sales,5,3,Medical,2,Male,4,2,Sales Executive,2,Married,77236,7,Yes,14,3,3,2,35,5,3,2,0,1,2
1334,37,No,Travel_Frequently,Research & Development,10,4,Other,4,Female,3,2,Research Director,3,Divorced,97143,1,Yes,21,3,4,3,19,6,3,4,3,4,4
1335,26,No,Non-Travel,Human Resources,13,4,Human Resources,3,Male,3,3,Manager,3,Divorced,98677,4,No,22,3,3,2,8,2,2,2,2,2,2
1336,38,No,Travel_Frequently,Research & Development,27,4,Medical,3,Female,4,2,Laboratory Technician,4,Married,85609,6,No,13,4,4,2,20,5,4,11,1,2,2
1337,54,No,Non-Travel,Sales,7,3,Marketing,1,Female,3,2,Sales Executive,3,Single,93851,6,No,23,3,3,1,36,6,3,15,2,0,5
1338,32,No,Travel_Rarely,Sales,6,1,Life Sciences,4,Male,4,2,Manager,4,Married,70164,2,Yes,15,3,1,0,14,4,3,14,5,1,0
1339,24,Yes,Travel_Rarely,Research & Development,1,2,Human Resources,4,Male,4,3,Laboratory Technician,3,Single,96518,5,Yes,21,4,2,1,6,5,3,1,1,0,1
1340,38,No,Non-Travel,Human Resources,8,1,Medical,4,Female,1,1,Human Resources,1,Married,69335,8,Yes,15,3,4,0,20,0,1,3,0,0,3
1341,23,No,Travel_Frequently,Research & Development,19,1,Marketing,4,Male,4,3,Laboratory Technician,3,Single,137083,1,No,14,3,1,0,5,1,3,3,0,1,2
1342,25,Yes,Travel_Frequently,Research & Development,22,3,Marketing,2,Female,2,4,Laboratory Technician,3,Married,136747,3,No,14,3,2,3,7,4,3,2,0,2,2
1343,30,Yes,Travel_Rarely,Research & Development,25,4,Medical,1,Male,3,2,Research Scientist,2,Married,73115,3,No,18,3,4,1,12,5,3,1,1,0,1
1344,45,No,Travel_Rarely,Research & Development,24,2,Technical Degree,4,Female,4,1,Laboratory Technician,1,Married,70825,6,No,22,3,4,0,27,5,4,1,1,1,0
1345,26,Yes,Non-Travel,Research & Development,8,1,Medical,3,Male,4,2,Research Director,4,Divorced,84630,3,No,20,3,3,0,8,0,2,2,1,1,2
1346,30,No,Travel_Rarely,Research & Development,4,2,Medical,4,Female,4,2,Research Scientist,4,Married,107450,6,Yes,14,3,3,2,12,3,4,1,1,0,1
1347,27,No,Non-Travel,Research & Development,28,2,Human Resources,1,Female,2,2,Research Scientist,4,Single,128407,3,No,15,3,2,0,9,3,3,4,4,0,4
1348,40,No,Non-Travel,Sales,3,5,Other,3,Female,3,2,Sales Representative,3,Single,79242,4,Yes,15,3,4,0,22,5,1,4,2,0,2
1349,36,No,Travel_Frequently,Research & Development,22,5,Life Sciences,4,Male,3,4,Laboratory Technician,3,Divorced,113880,1,No,11,3,3,1,18,2,3,10,1,1,10
1350,44,Yes,Travel_Rarely,Research & Development,27,5,Medical,2,Male,3,4,Healthcare Representative,2,Single,137209,0,Yes,19,3,3,1,26,5,2,3,3,0,0
1351,33,Yes,Non-Travel,Research & Development,10,3,Human Resources,3,Female,3,2,Research Scientist,3,Divorced,70483,7,No,11,3,4,2,15,3,3,13,1,2,4
1352,20,No,Travel_Frequently,Research & Development,20,1,Medical,4,Female,3,1,Research Scientist,1,Divorced,86247,8,No,19,3,2,1,2,1,2,6,1,0,6
1353,33,No,Travel_Rarely,Sales,15,3,Marketing,2,Female,3,2,Sales Representative,3,Divorced,100537,3,No,17,3,2,1,15,2,4,7,1,0,1
1354,28,Yes,Travel_Frequently,Sales,13,1,Life Sciences,4,Male,2,1,Sales Representative,4,Divorced,43685,5,No,14,3,3,0,10,0,3,8,2,5,0
1355,60,No,Travel_Rarely,Sales,21,4,Medical,1,Male,4,2,Manager,2,Married,91457,6,No,12,3,2,0,42,4,3,17,0,1,7
1356,41,Yes,Travel_Frequently,Research & Development,1,3,Medical,3,Female,4,5,Research Scientist,4,Single,144867,6,No,13,3,3,1,23,3,3,0,0,0,0
1357,31,No,Travel_Rarely,Sales,15,1,Human Resources,2,Male,4,2,Sales Representative,3,Married,88837,9,No,12,3,4,2,13,2,3,17,2,0,4
1358,27,No,Travel_Rarely,Research & Development,6,4,Technical Degree,2,Female,2,3,Research Scientist,2,Married,109226,5,No,24,3,3,0,9,3,3,1,0,1,1
1359,49,Yes,Travel_Rarely,Research & Development,1,3,Marketing,2,Female,4,3,Research Scientist,4,Married,110366,6,No,18,3,2,1,31,6,3,13,3,0,4
1360,51,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,Female,3,3,Research Director,4,Married,80725,4,No,17,4,2,1,33,5,4,7,1,4,0
1361,34,No,Travel_Rarely,Sales,13,5,Other,4,Male,3,1,Sales Representative,3,Married,59924,4,No,14,3,2,2,16,4,3,3,0,1,2
1362,36,No,Travel_Rarely,Research & Development,1,1,Marketing,3,Female,4,2,Healthcare Representative,3,Divorced,89130,8,Yes,23,4,4,1,18,4,3,11,4,2,4
1363,31,Yes,Non-Travel,Research & Development,16,1,Technical Degree,3,Male,2,3,Manufacturing Director,1,Married,105531,9,No,21,3,4,0,13,0,4,2,2,2,2
1364,44,No,Non-Travel,Human Resources,3,5,Life Sciences,3,Female,2,3,Human Resources,3,Married,83334,7,Yes,19,3,3,1,26,0,1,0,0,0,0
1365,43,Yes,Travel_Rarely,Research & Development,20,5,Life Sciences,3,Female,3,2,Research Scientist,3,Married,101653,7,No,20,3,4,3,25,2,4,6,3,2,3
1366,39,No,Travel_Rarely,Research & Development,7,3,Technical Degree,3,Female,2,2,Research Scientist,3,Single,90482,1,No,17,3,3,3,21,0,3,9,6,4,0
1367,36,No,Travel_Rarely,Sales,16,5,Human Resources,3,Female,4,5,Manager,3,Single,137191,9,Yes,20,3,4,1,18,2,4,5,5,1,3
1368,31,No,Travel_Rarely,Research & Development,26,2,Life Sciences,2,Male,3,2,Manager,4,Married,90489,1,Yes,18,3,4,2,13,3,1,6,6,0,3
1369,26,No,Non-Travel,Research & Development,22,2,Human Resources,3,Male,4,1,Research Scientist,3,Married,74837,9,Yes,11,3,1,0,8,6,3,0,0,0,0
1370,41,No,Travel_Rarely,Sales,24,2,Human Resources,4,Female,3,3,Sales Executive,4,Divorced,95265,1,No,18,4,3,0,23,1,2,6,4,0,6
1371,22,No,Travel_Rarely,Human Resources,29,2,Life Sciences,4,Male,3,2,Manager,2,Divorced,76014,4,No,18,4,2,2,4,6,4,4,1,3,4
1372,43,No,Travel_Rarely,Sales,25,1,Human Resources,3,Female,4,1,Manager,3,Single,63791,3,Yes,16,3,2,2,25,0,1,10,10,0,3
1373,44,Yes,Non-Travel,Research & Development,24,1,Human Resources,4,Female,3,3,Research Director,3,Divorced,101673,8,No,13,3,4,1,26,3,3,0,0,0,0
1374,45,No,Travel_Rarely,Sales,15,1,Technical Degree,4,Male,2,2,Sales Representative,4,Divorced,95984,9,Yes,14,4,3,0,27,3,3,6,6,0,2
1375,34,No,Travel_Rarely,Research & Development,22,2,Medical,3,Male,2,2,Research Scientist,3,Divorced,89589,3,No,23,3,4,1,16,6,4,5,4,1,5
1376,30,Yes,Non-Travel,Sales,26,3,Life Sciences,2,Male,4,3,Manager,2,Divorced,111756,0,Yes,22,3,4,0,12,1,3,0,0,0,0
1377,51,No,Non-Travel,Research & Development,12,2,Human Resources,4,Male,3,3,Research Scientist,3,Divorced,78788,9,No,12,3,3,2,33,2,4,2,2,2,1
1378,43,No,Travel_Rarely,Research & Development,29,1,Life Sciences,4,Female,3,4,Healthcare Representative,1,Divorced,148817,2,No,24,3,4,0,25,3,4,7,3,0,4
1379,42,No,Non-Travel,Sales,19,3,Medical,2,Male,3,1,Manager,4,Single,67652,6,No,13,3,3,0,24,4,3,11,3,0,0
1380,34,Yes,Travel_Rarely,Sales,22,2,Human Resources,3,Male,2,3,Sales Executive,1,Divorced,78431,2,No,11,3,4,0,16,2,2,2,2,0,2
1381,37,No,Travel_Frequently,Research & Development,14,3,Marketing,3,Male,3,5,Manager,2,Single,162979,9,No,22,3,4,0,19,2,2,9,2,1,1
1382,43,No,Non-Travel,Research & Development,29,5,Human Resources,3,Male,1,2,Research Director,2,Married,64259,2,No,24,3,4,0,25,6,2,4,3,0,1
1383,35,No,Travel_Rarely,Research & Development,11,1,Marketing,4,Male,3,1,Manager,3,Married,68088,1,Yes,24,3,3,2,17,6,4,0,0,0,0
1384,42,No,Non-Travel,Sales,14,4,Technical Degree,4,Female,3,1,Manager,3,Divorced,64185,6,No,17,3,2,1,24,5,2,4,1,1,1
1385,28,No,Travel_Frequently,Sales,3,1,Medical,3,Male,3,2,Manager,4,Divorced,92450,4,Yes,18,4,4,2,10,4,4,40,2,0,4
1386,46,No,Travel_Frequently,Human Resources,13,4,Other,3,Male,3,2,Manager,3,Married,83499,8,Yes,11,3,3,1,28,3,3,4,4,0,4
1387,29,No,Non-Travel,Sales,21,3,Technical Degree,4,Male,3,5,Sales Representative,3,Married,160308,4,No,23,4,3,1,11,2,4,1,1,1,1
1388,32,No,Travel_Rarely,Research & Development,26,4,Life Sciences,4,Male,3,1,Healthcare Representative,4,Married,69330,8,No,13,4,4,2,14,4,4,3,3,3,2
1389,38,No,Non-Travel,Human Resources,8,5,Other,3,Female,4,4,Human Resources,4,Married,149647,1,No,17,3,3,0,20,5,2,0,0,0,0
1390,33,No,Non-Travel,Research & Development,20,3,Life Sciences,2,Female,4,1,Research Scientist,3,Divorced,77742,2,No,19,3,1,0,15,3,4,1,0,1,1
1391,32,No,Travel_Rarely,Research & Development,2,2,Other,4,Female,4,1,Research Director,4,Married,90296,3,Yes,16,3,3,0,14,3,3,4,2,0,2
1392,39,No,Non-Travel,Sales,22,4,Life Sciences,3,Female,2,2,Manager,4,Married,97136,2,Yes,14,3,2,2,21,1,4,3,2,0,3
1393,43,No,Travel_Rarely,Research & Development,15,5,Marketing,4,Male,2,4,Laboratory Technician,2,Divorced,141116,2,No,14,4,4,1,25,3,3,8,0,0,2
1394,47,No,Travel_Rarely,Research & Development,11,2,Human Resources,3,Female,3,4,Research Director,2,Married,118374,3,Yes,24,3,3,1,29,2,4,2,0,1,2
1395,41,Yes,Travel_Rarely,Sales,10,5,Technical Degree,3,Male,2,2,Sales Executive,3,Married,69907,7,No,18,3,2,0,23,3,3,3,0,1,3
1396,46,No,Travel_Frequently,Research & Development,17,2,Medical,4,Male,4,1,Laboratory Technician,3,Divorced,70578,6,No,17,3,1,2,28,2,3,2,0,2,1
1397,49,No,Travel_Frequently,Research & Development,22,1,Life Sciences,2,Female,4,2,Healthcare Representative,2,Married,95395,0,No,21,4,4,0,31,5,2,2,2,0,1
1398,39,No,Non-Travel,Research & Development,13,3,Life Sciences,3,Male,3,3,Research Scientist,4,Single,104615,9,Yes,20,3,3,0,21,4,4,1,1,1,1
1399,18,No,Travel_Frequently,Research & Development,17,4,Other,3,Female,3,3,Manager,2,Single,141824,8,No,23,3,3,2,0,5,3,2,2,1,2
1400,36,Yes,Non-Travel,Research & Development,21,5,Life Sciences,3,Female,3,2,Manager,1,Married,104867,9,Yes,16,3,4,0,18,4,4,7,7,0,7
1401,52,No,Travel_Frequently,Sales,5,1,Marketing,3,Male,3,2,Manager,2,Single,67812,3,No,19,3,1,0,34,4,3,8,8,0,5
1402,21,Yes,Travel_Rarely,Research & Development,10,3,Medical,4,Male,2,2,Manufacturing Director,2,Single,92352,8,No,13,3,3,0,3,2,2,10,3,2,1
1403,58,No,Travel_Rarely,Sales,28,4,Technical Degree,3,Male,4,4,Manager,2,Married,124333,6,No,15,4,4,0,40,3,3,3,0,3,2
1404,31,No,Travel_Rarely,Human Resources,17,5,Marketing,3,Male,3,1,Human Resources,3,Divorced,93327,1,Yes,14,4,4,1,13,2,3,3,2,1,3
1405,35,Yes,Travel_Frequently,Research & Development,17,1,Technical Degree,4,Male,4,4,Healthcare Representative,3,Married,176765,8,No,16,3,4,2,17,3,3,1,1,0,0
1406,38,No,Travel_Rarely,Research & Development,28,4,Medical,3,Male,1,2,Research Scientist,4,Married,99933,3,Yes,12,3,4,2,20,4,3,7,2,4,4
1407,31,Yes,Travel_Frequently,Sales,3,5,Marketing,3,Male,4,3,Sales Executive,4,Single,129295,9,Yes,25,3,2,3,13,5,4,22,6,3,0
1408,28,Yes,Travel_Frequently,Human Resources,26,3,Marketing,3,Female,4,1,Manager,2,Single,55046,5,No,11,3,3,1,10,1,3,2,2,0,0
1409,29,No,Non-Travel,Research & Development,29,3,Life Sciences,4,Female,4,2,Research Scientist,3,Divorced,80352,3,No,23,3,3,3,11,5,3,1,1,1,0
1410,19,No,Travel_Rarely,Sales,13,4,Other,3,Female,4,2,Sales Representative,1,Divorced,67933,6,Yes,25,3,3,0,1,0,1,0,0,0,0
1411,43,No,Travel_Frequently,Research & Development,26,4,Marketing,4,Male,3,1,Manager,2,Divorced,97296,2,No,21,3,3,0,25,1,2,20,2,1,2
1412,54,No,Travel_Rarely,Research & Development,5,3,Technical Degree,2,Female,4,5,Research Director,1,Single,150178,0,Yes,16,3,3,1,36,0,3,10,3,4,10
1413,35,No,Travel_Frequently,Research & Development,15,1,Medical,4,Male,3,1,Laboratory Technician,4,Divorced,60150,2,No,23,3,2,0,17,2,4,0,0,0,0
1414,38,No,Travel_Rarely,Human Resources,2,3,Human Resources,4,Female,2,3,Human Resources,3,Single,97485,8,No,11,3,4,2,20,3,3,5,1,4,5
1415,45,No,Non-Travel,Sales,28,1,Other,2,Female,4,4,Sales Representative,4,Divorced,126612,0,No,20,3,3,1,27,5,4,3,3,1,0
1416,36,No,Travel_Frequently,Research & Development,17,4,Other,3,Female,4,1,Manager,1,Married,81549,8,Yes,19,3,3,1,18,3,3,9,1,0,0
1417,54,No,Travel_Frequently,Human Resources,7,5,Technical Degree,1,Male,2,1,Human Resources,3,Single,69412,1,No,23,3,4,1,36,0,3,2,2,2,2
1418,44,Yes,Non-Travel,Research & Development,11,2,Human Resources,2,Male,4,3,Manufacturing Director,3,Single,109766,8,No,23,4,3,1,26,4,1,4,2,0,1
1419,38,No,Non-Travel,Research & Development,7,1,Human Resources,1,Female,2,2,Research Scientist,3,Married,83715,5,Yes,22,3,3,0,20,0,3,2,1,2,1
1420,31,No,Non-Travel,Research & Development,29,2,Marketing,3,Female,3,4,Research Scientist,4,Divorced,122275,6,No,21,3,4,1,13,5,3,10,0,1,2
1421,46,No,Travel_Frequently,Research & Development,18,3,Other,4,Male,3,3,Research Director,4,Married,131545,6,Yes,19,3,2,3,28,4,2,11,0,0,1
1422,32,No,Travel_Frequently,Research & Development,12,2,Life Sciences,2,Female,3,1,Research Director,4,Married,58659,7,No,13,3,4,2,14,2,4,2,2,2,1
1423,28,No,Travel_Frequently,Research & Development,17,4,Other,3,Male,3,5,Research Director,4,Single,168651,1,No,21,3,3,1,10,5,3,2,2,0,0
1424,42,No,Travel_Frequently,Research & Development,14,3,Life Sciences,3,Male,3,3,Manager,3,Divorced,108234,1,No,16,3,2,1,24,6,3,8,0,3,5
1425,47,Yes,Non-Travel,Sales,3,3,Human Resources,4,Male,2,4,Manager,1,Married,136122,6,No,14,3,3,1,29,6,3,3,1,1,3
1426,58,No,Travel_Rarely,Sales,9,4,Other,2,Female,3,3,Sales Executive,4,Divorced,130931,0,No,21,3,3,3,40,4,4,20,9,4,6
1427,36,No,Non-Travel,Research & Development,29,5,Technical Degree,4,Female,4,1,Research Scientist,2,Married,43932,7,No,14,3,1,1,18,5,3,13,2,2,0
1428,44,No,Travel_Rarely,Sales,21,2,Technical Degree,3,Female,4,4,Sales Representative,2,Single,116354,4,No,24,4,1,1,26,5,4,1,1,0,1
1429,28,No,Travel_Frequently,Research & Development,2,2,Life Sciences,3,Female,4,3,Manager,1,Married,131291,2,No,19,3,3,2,10,6,2,5,0,3,1
1430,48,Yes,Travel_Frequently,Research & Development,7,5,Marketing,4,Male,3,2,Manager,4,Married,102961,2,Yes,13,3,4,1,30,3,3,1,1,1,1
1431,30,No,Travel_Rarely,Research & Development,15,4,Marketing,1,Female,3,2,Research Scientist,4,Married,99954,9,No,20,3,3,0,12,0,3,2,2,2,2
1432,52,Yes,Travel_Frequently,Sales,22,5,Technical Degree,2,Female,3,3,Sales Executive,2,Married,102959,3,Yes,23,3,4,1,34,4,2,3,0,2,3
1433,33,No,Travel_Frequently,Research & Development,16,4,Life Sciences,3,Male,4,2,Research Director,3,Married,61362,4,No,23,3,3,2,15,1,3,7,3,3,5
1434,42,No,Travel_Rarely,Sales,15,1,Life Sciences,1,Female,3,3,Sales Executive,4,Divorced,115955,5,No,16,3,4,0,24,1,3,7,7,0,1
1435,34,Yes,Travel_Frequently,Research & Development,12,4,Human Resources,3,Female,4,4,Manufacturing Director,4,Married,134711,8,No,13,3,4,0,16,3,3,0,0,0,0
1436,40,No,Non-Travel,Sales,12,3,Human Resources,3,Female,3,2,Manager,3,Single,102497,3,Yes,13,3,3,2,22,6,3,5,5,1,0
1437,37,No,Travel_Rarely,Research & Development,21,1,Medical,3,Female,2,4,Manufacturing Director,3,Married,102463,8,No,25,3,3,0,19,6,3,5,5,3,3
1438,31,No,Non-Travel,Research & Development,22,5,Technical Degree,3,Female,4,2,Manager,2,Divorced,98610,1,No,22,4,4,0,13,2,3,0,0,0,0
1439,30,No,Travel_Rarely,Research & Development,20,4,Life Sciences,3,Female,3,2,Manager,4,Single,114984,0,No,18,3,4,1,12,0,2,14,1,0,1
1440,20,No,Travel_Rarely,Sales,17,3,Marketing,3,Male,3,2,Sales Executive,1,Divorced,107699,6,No,20,3,3,0,2,5,3,5,5,4,1
1441,57,No,Non-Travel,Sales,22,3,Other,4,Male,3,3,Sales Representative,4,Divorced,83551,6,No,14,3,3,1,39,3,3,20,20,0,5
1442,36,No,Non-Travel,Research & Development,15,3,Medical,2,Male,4,1,Laboratory Technician,1,Married,66281,1,No,14,3,4,0,18,2,4,4,0,2,1
1443,20,Yes,Travel_Frequently,Research & Development,25,1,Other,4,Male,4,2,Manager,4,Single,98096,4,No,11,3,4,1,2,4,3,1,1,0,1
1444,37,No,Travel_Rarely,Research & Development,26,5,Marketing,2,Female,4,4,Manager,3,Divorced,108656,6,Yes,25,3,3,0,19,1,4,1,1,1,0
1445,30,No,Travel_Rarely,Research & Development,28,2,Technical Degree,4,Female,4,5,Manufacturing Director,1,Single,149130,4,Yes,21,3,4,1,12,5,3,6,1,1,2
1446,37,No,Travel_Frequently,Research & Development,7,2,Marketing,3,Female,4,4,Laboratory Technician,4,Divorced,141823,4,No,25,3,3,0,19,3,4,6,2,5,6
1447,43,No,Non-Travel,Sales,4,5,Medical,3,Female,3,1,Sales Executive,3,Married,62740,8,Yes,21,3,1,1,25,6,3,3,3,3,0
1448,27,Yes,Travel_Frequently,Sales,2,1,Life Sciences,4,Female,3,5,Sales Representative,2,Single,165324,3,No,16,3,4,0,9,1,2,2,1,2,1
1449,31,No,Travel_Frequently,Research & Development,4,5,Medical,3,Male,1,2,Laboratory Technician,4,Married,69780,6,No,21,3,4,0,13,5,3,4,0,4,4
1450,26,Yes,Non-Travel,Sales,10,1,Human Resources,3,Female,1,3,Sales Representative,1,Married,92724,8,No,19,3,3,0,8,3,4,4,3,0,0
1451,33,No,Travel_Rarely,Research & Development,29,2,Human Resources,4,Female,3,4,Laboratory Technician,3,Divorced,139320,1,No,11,3,3,0,15,3,3,3,3,2,1
1452,36,No,Non-Travel,Research & Development,2,1,Human Resources,4,Male,2,5,Research Director,4,Single,175954,1,No,20,3,2,2,18,5,3,11,11,5,9
1453,18,Yes,Travel_Frequently,Sales,24,2,Marketing,1,Male,3,2,Sales Representative,3,Single,92931,9,Yes,21,4,2,2,0,1,3,4,4,4,0
1454,31,No,Travel_Rarely,Sales,18,2,Human Resources,3,Male,4,2,Manager,3,Married,85318,3,No,23,4,1,1,13,1,3,0,0,0,0
1455,39,No,Travel_Rarely,Sales,4,1,Medical,3,Female,4,2,Sales Representative,4,Divorced,102128,3,No,22,3,3,0,21,6,1,0,0,0,0
1456,31,No,Travel_Frequently,Research & Development,20,4,Life Sciences,3,Male,3,1,Laboratory Technician,3,Married,70026,3,No,23,3,3,0,13,2,4,2,0,2,2
1457,18,No,Non-Travel,Sales,13,3,Human Resources,1,Female,3,2,Sales Executive,3,Single,87305,6,No,16,3,1,1,0,0,3,21,0,1,5
1458,43,No,Non-Travel,Sales,10,3,Other,3,Female,3,2,Sales Representative,1,Divorced,91497,0,No,17,3,3,2,25,0,4,3,2,0,3
1459,29,Yes,Travel_Rarely,Research & Development,16,3,Marketing,2,Male,3,3,Laboratory Technician,3,Single,102515,7,No,25,3,2,0,11,2,2,5,3,0,4
1460,26,No,Non-Travel,Research & Development,6,4,Life Sciences,4,Female,2,3,Research Scientist,4,Married,117028,0,Yes,16,3,2,2,8,6,2,4,4,1,2
1461,45,No,Travel_Rarely,Human Resources,12,4,Marketing,2,Female,3,2,Manager,1,Married,66212,7,Yes,15,3,4,1,27,2,3,19,4,0,2
1462,46,No,Travel_Frequently,Sales,12,4,Life Sciences,4,Male,3,1,Sales Representative,2,Married,63949,4,No,17,3,4,2,28,5,3,3,2,2,3
1463,37,No,Non-Travel,Sales,15,1,Other,4,Female,3,1,Manager,3,Single,63395,7,No,18,3,3,1,19,3,4,1,1,0,1
1464,30,No,Travel_Frequently,Sales,4,2,Human Resources,4,Female,3,2,Sales Executive,2,Divorced,85335,7,Yes,14,4,3,0,12,6,4,1,0,1,1
1465,44,No,Travel_Frequently,Sales,1,4,Other,2,Male,4,1,Manager,2,Single,90237,9,Yes,15,3,2,1,26,1,4,7,7,0,2
